Complex_ID,Borough,Complex_Name,Daytime_Routes,Complex_Latitude,Complex_Longitude,Weekday_2008,Weekday_2009,Weekday_2010,Weekday_2011,Weekday_2012,Weekday_2013,Weekday_2014,Weekday_2015,Weekday_2016,Weekday_2017,Weekday_2018,Weekday_2019
354,Bk,Sterling St,2 5,40.662742,-73.95085,5417,5315,5597,5755,5899,5915,5783,5802,5806,5795,5684,5468
355,Bk,Winthrop St,2 5,40.656652,-73.9502,6862,6854,7185,7409,7524,7639,7720,7541,7272,7317,7262,6499
356,Bk,Church Av,2 5,40.650843,-73.949575,9539,9367,9691,9929,9851,9794,9852,9864,9808,9512,9193,9556
357,Bk,Beverly Rd,2 5,40.645098,-73.948959,4121,3975,3972,4146,4199,4375,4447,4457,4464,4384,4255,4277
358,Bk,Newkirk Av,2 5,40.639967,-73.948411,7851,7561,7666,7715,7604,7757,8015,8035,7840,7600,7312,7182
359,Bk,Flatbush Av - Brooklyn College,2 5,40.632836,-73.947642,20338,20159,21355,22168,21942,21941,21865,21666,21268,20691,19763,19572
360,Bx,Pelham Bay Park,6,40.852462,-73.828121,6262,6299,6538,6705,6688,6772,7442,7432,7213,7185,7001,7020
361,Bx,Buhre Av,6,40.84681,-73.832569,2975,2980,3011,3315,3418,3718,2155,2237,3568,3701,3744,3898
362,Bx,Middletown Rd,6,40.843863,-73.836322,1796,1802,1883,1916,1969,1514,2273,2726,2066,2102,2036,2061
363,Bx,Westchester Sq - E Tremont Av,6,40.839892,-73.842952,6322,6178,6359,6663,6663,6820,7351,6912,6635,6479,6097,6113
364,Bx,Zerega Av,6,40.836488,-73.847036,2455,2404,2539,2741,2849,3253,2012,1647,2629,2664,2629,2676
365,Bx,Castle Hill Av,6,40.834255,-73.851222,6969,6708,7617,7540,7567,5632,4938,7174,6895,6756,6483,6435
366,Bx,Parkchester,6,40.833226,-73.860816,15189,14978,12724,15516,15190,16614,17746,16572,16561,16310,15660,15427
367,Bx,St Lawrence Av,6,40.831509,-73.867618,4036,4016,5093,1427,3852,3995,4099,4185,4187,4196,4040,4077
368,Bx,Morrison Av- Sound View,6,40.829521,-73.874516,6352,6225,2304,9603,6582,6588,6669,6628,6755,6742,6361,6341
369,Bx,Elder Av,6,40.828584,-73.879159,6480,6434,9042,2240,6161,6377,6496,6543,6642,6605,6323,6371
370,Bx,Whitlock Av,6,40.826525,-73.886283,1524,1528,524,2342,1691,1685,1707,1737,1830,1905,1894,1907
371,Bx,Hunts Point Av,6,40.820948,-73.890549,10612,10512,10494,10316,10389,10144,10111,10484,10651,10646,10460,10510
372,Bx,Longwood Av,6,40.816104,-73.896435,3352,3228,3273,3418,3476,3494,3531,3482,3517,3518,3395,3168
373,Bx,E 149 St,6,40.812118,-73.904098,4386,4323,4226,4336,4486,4580,4619,4647,4861,4899,4842,4821
374,Bx,E 143 St - St Mary's St,6,40.808719,-73.907657,899,831,871,941,973,911,927,989,1043,953,1019,1085
375,Bx,Cypress Av,6,40.805368,-73.914042,3670,3574,3739,3701,3636,3842,3984,3974,4099,3972,3651,3462
376,Bx,Brook Av,6,40.807566,-73.91924,5877,5790,5874,6073,6113,6186,6312,6244,6226,6118,6040,5917
377,Bx,3 Av - 138 St,6,40.810476,-73.926138,6878,6894,6985,7238,7326,7667,7951,7994,8008,8114,7801,8100
378,Bx,Woodlawn,4,40.886037,-73.878751,6723,6980,7513,7852,7797,7776,7683,7637,7623,7260,6937,6680
379,Bx,Mosholu Pkwy,4,40.87975,-73.884655,8468,9078,9439,9578,9596,9588,9459,9252,9135,8770,8195,8074
380,Bx,Bedford Park Blvd - Lehman College,4,40.873412,-73.890064,5519,5701,5897,6052,6034,6201,6089,6040,5912,5649,5170,5066
381,Bx,Kingsbridge Rd,4,40.86776,-73.897174,8980,9320,9754,10153,10377,10431,10231,10107,9998,9783,8992,8849
382,Bx,Fordham Rd,4,40.862803,-73.901034,11511,11732,12080,12330,12560,12558,12231,11982,11957,11503,10395,9796
383,Bx,183 St,4,40.858407,-73.903879,5890,5954,6071,6162,6319,6360,6356,6372,6443,6271,5754,5641
384,Bx,Burnside Av,4,40.853453,-73.907684,10433,10909,11232,11243,11387,11560,11538,11551,11479,11079,10231,9964
385,Bx,176 St,4,40.84848,-73.911794,5105,4312,4517,5383,5623,5905,5914,6160,6378,6232,5807,5518
386,Bx,Mt Eden Av,4,40.844434,-73.914685,5174,5615,5848,5748,5859,5995,5891,5817,5770,5512,5337,5009
387,Bx,170 St,4,40.840075,-73.917791,8661,8848,9234,9259,9518,9525,9403,9507,9514,8910,8140,7926
388,Bx,167 St,4,40.835537,-73.9214,9125,9054,9220,9351,9699,9904,9793,9923,9972,9466,9398,8486
391,Bx,138 St - Grand Concourse,4 5,40.813224,-73.929849,2926,2969,3013,3076,3183,3222,3416,3480,3532,3486,3166,3324
392,M,125 St,4 5 6,40.804138,-73.937594,27433,27704,27990,28341,28913,29425,30168,30277,30024,29065,27605,27231
393,M,116 St,6,40.798629,-73.941617,14698,14899,15655,16206,16514,16675,16674,16702,16707,15899,14715,14394
394,M,110 St,6,40.79502,-73.94425,11320,11425,11630,11836,11908,12162,12452,13409,13341,11932,10851,10580
395,M,103 St,6,40.7906,-73.947478,14500,14663,15210,15673,15721,16189,16641,13057,13994,14337,13285,13218
396,M,96 St,6,40.785672,-73.95107,25033,24591,24870,25848,26070,26232,26529,28060,26939,18983,17447,17432
397,M,86 St,4 5 6,40.779492,-73.955589,61897,60254,60965,62214,63550,64741,65634,65948,64793,45882,43169,43282
398,M,77 St,6,40.77362,-73.959874,36182,35288,35579,36607,36846,37182,37521,36797,36103,27584,25369,25996
399,M,68 St - Hunter College,6,40.768141,-73.96387,36269,35323,34984,36026,36109,36562,36208,35640,35068,24456,22757,23430
403,M,33 St,6,40.746081,-73.982076,31883,30129,30497,31181,31877,32783,32863,32809,32153,30040,32608,30368
404,M,28 St,6,40.74307,-73.984264,22750,22042,22274,22794,22715,23696,23856,24470,24130,23081,12019,19766
405,M,23 St,6,40.739864,-73.986599,32018,30908,30929,31206,31053,31777,31212,29972,29452,28479,31597,30031
407,M,Astor Pl,6,40.730054,-73.99107,17927,17376,17630,17632,17607,17914,17803,17274,16806,16377,16031,17180
409,M,Spring St,6,40.722301,-73.997141,10877,10603,11132,11729,12153,12257,12327,11543,11390,11019,10822,11230
413,M,Wall St,4 5,40.707557,-74.011862,23357,22358,22551,22986,23992,25078,25619,23595,22211,20420,19745,19994
414,M,Bowling Green,4 5,40.704817,-74.014065,28094,26925,26411,27015,28183,30640,34830,31556,31522,29395,28646,28664
416,Bx,Wakefield - 241 St,2,40.903125,-73.85062,4257,4212,4582,4955,5048,4825,5168,5186,5213,5129,4763,4538
417,Bx,Nereid Av,2 5,40.898379,-73.854376,3107,3080,3307,3420,3603,3878,3850,3817,3753,3631,3437,3394
418,Bx,233 St,2 5,40.893193,-73.857473,4834,4870,5179,5379,5388,5473,5701,5632,5438,5138,4864,4768
419,Bx,225 St,2 5,40.888022,-73.860341,3798,3841,4104,4346,4469,4479,4593,4591,4408,4340,3961,3898
420,Bx,219 St,2 5,40.883895,-73.862633,2982,3049,3261,3337,3413,3483,3544,3529,3423,3439,3335,3232
421,Bx,Gun Hill Rd,2 5,40.87785,-73.866256,6005,6145,6717,7045,7212,7339,7752,7790,7714,7639,6930,7022
422,Bx,Burke Av,2 5,40.871356,-73.867164,3380,3367,3392,3387,3491,3612,3672,3644,3550,3466,3234,3250
423,Bx,Allerton Av,2 5,40.865462,-73.867352,5179,5258,5282,5193,5389,5526,5737,5779,5530,5403,5144,5161
424,Bx,Pelham Pkwy,2 5,40.857192,-73.867615,8116,8287,8691,8850,9288,9614,9688,9774,9441,9173,8472,8463
425,Bx,Bronx Park East,2 5,40.848828,-73.868457,2897,2834,2888,2757,2811,2959,3005,2868,2785,2676,2498,2526
426,Bx,E 180 St,2 5,40.841894,-73.873488,6428,6341,5931,6518,6832,7003,7489,7587,7697,7691,7175,7089
427,Bx,West Farms Sq - E Tremont Av,2 5,40.840295,-73.880049,7348,7270,8052,7749,7842,7979,8170,8010,7848,7657,6866,6741
428,Bx,174 St,2 5,40.837288,-73.887734,6876,6801,7227,7049,7018,7339,7599,7619,7690,7466,6751,6644
429,Bx,Freeman St,2 5,40.829993,-73.891865,3635,3812,4296,4382,4569,4762,4867,4899,5055,4984,4451,4387
430,Bx,Simpson St,2 5,40.824073,-73.893064,9375,9095,9815,9421,9243,9672,9948,9981,9680,9446,8477,8257
431,Bx,Intervale Av,2 5,40.822181,-73.896736,2775,2785,2951,2974,3121,3420,3571,3472,3423,3377,3130,3140
432,Bx,Prospect Av,2 5,40.819585,-73.90177,7457,7291,7551,7212,7053,7424,7857,7908,8004,7704,7038,6936
433,Bx,Jackson Av,2 5,40.81649,-73.907807,5089,4961,5249,5110,5060,5432,5631,5705,5752,5766,5288,5167
434,Bx,3 Av - 149 St,2 5,40.816109,-73.917757,23859,24096,23955,24022,24580,24001,25161,24813,24808,24228,22357,22167
436,M,Harlem - 148 St,3,40.82388,-73.93647,3285,3266,3277,3553,3616,3790,3952,4096,4017,3899,4074,3707
437,M,145 St,3,40.820421,-73.936245,2777,2848,2873,3136,3273,3426,3631,3664,3590,3540,2105,3193
438,M,135 St,2 3,40.814229,-73.94077,12505,12676,13031,13641,14120,14690,15335,15598,15446,15023,14343,13799
439,M,125 St,2 3,40.807754,-73.945495,13810,14207,13878,14101,14471,15351,15744,15986,15719,15692,14746,14703
440,M,116 St,2 3,40.802098,-73.949625,9968,10190,10227,10627,11100,11508,11787,12196,12090,11553,10707,10592
441,M,Central Park North (110 St),2 3,40.799075,-73.951822,7678,7927,8098,8472,8751,9130,9559,9865,9855,9233,8815,8470
442,Bx,Eastchester - Dyre Av,5,40.8883,-73.830834,4301,4189,4333,4603,4765,4948,4948,4845,4769,4647,4506,4672
443,Bx,Baychester Av,5,40.878663,-73.838591,3924,3634,3706,3840,3980,4177,4196,4090,4064,3846,3551,3789
444,Bx,Gun Hill Rd,5,40.869526,-73.846384,6025,5770,5776,5794,5953,6002,6038,5880,5886,5654,5362,4287
445,Bx,Pelham Pkwy,5,40.858985,-73.855359,3054,3011,3139,3236,3314,3254,3304,3303,3332,3237,3083,3225
446,Bx,Morris Park,5,40.854364,-73.860495,1957,1873,1871,1966,2083,2210,2253,2319,2487,2527,2417,2520
447,Q,Flushing - Main St,7,40.7596,-73.83003,58681,57753,59093,60184,60540,60190,60252,60226,60259,58511,55669,56503
448,Q,Mets - Willets Point,7,40.754622,-73.845625,5406,4998,4648,4472,4618,4675,4555,5244,5367,5028,4606,4973
449,Q,111 St,7,40.75173,-73.855334,10381,10366,10457,10593,10655,10914,11091,11198,11421,11384,11091,11280
450,Q,103 St - Corona Plaza,7,40.749865,-73.8627,18021,17627,17751,18583,18984,19216,19814,20044,20282,20101,19682,19943
451,Q,Junction Blvd,7,40.749145,-73.869527,21038,21196,21593,21240,20938,20818,21116,21557,22051,21751,21100,21149
452,Q,90 St - Elmhurst Av,7,40.748408,-73.876613,17303,16618,16647,16679,16768,16743,16747,16814,16957,16848,16253,16365
453,Q,82 St - Jackson Hts,7,40.747659,-73.883697,16666,16092,15575,15811,15582,15662,15899,15711,15765,15393,14626,15056
455,Q,69 St,7,40.746325,-73.896403,4927,4878,5031,4984,5031,5085,5128,4988,5072,4973,4679,4818
456,Q,Woodside - 61 St,7,40.74563,-73.902984,16746,16541,16680,16734,16698,16559,16807,17007,17236,16945,16501,16684
457,Q,52 St,7,40.744149,-73.912549,6614,6388,6440,6596,6748,6830,6951,6888,6795,6495,6001,6079
458,Q,46 St,7,40.743132,-73.918435,14561,14273,14389,14479,14499,14656,14634,14413,14335,13614,12828,12702
459,Q,40 St,7,40.743781,-73.924016,10725,10433,10620,10751,10919,11100,11211,11053,11089,10624,9954,10028
460,Q,33 St,7,40.744587,-73.930997,13147,13405,13660,13587,13985,14246,14256,13604,13302,12429,11029,10574
461,Q,Queensboro Plaza,7 N W,40.750582,-73.940202,8955,8682,8916,9577,10752,11132,11554,11786,12936,13502,14517,14533
463,Q,Hunters Point Av,7,40.742216,-73.948916,6655,6210,6023,6113,6521,6400,6666,6803,7292,7283,7205,7039
464,Q,Vernon Blvd - Jackson Av,7,40.742626,-73.953581,9541,9607,10028,10450,11541,12610,14123,14819,15910,15781,15093,15151
471,M,34 St - 11 Av,7,40.755882,-74.00191,0,0,0,0,0,0,0,2064,8507,10082,10789,18875
475,M,96 St,Q,40.784318,-73.947152,0,0,0,0,0,0,0,0,0,17150,19318,19704
476,M,86 St,Q,40.777891,-73.951787,0,0,0,0,0,0,0,0,0,23722,25455,26307
477,M,72 St,Q,40.768799,-73.958424,0,0,0,0,0,0,0,0,0,28145,30253,31585
601,M,14 St / 6 Av,L F M 1 2 3,40.738007,-73.998381,48540,47932,47204,47831,49237,49316,49990,50335,50692,48565,48508,46363
602,M,14 St - Union Sq,N Q R W L 4 5 6,40.734836,-73.990688,109272,105118,106380,107352,108000,108158,109472,108440,106718,107141,103572,101832
603,Bx,149 St - Grand Concourse,4 2 5,40.81841,-73.926718,11395,12056,12744,13422,13599,14380,14576,14465,14460,14063,13081,12960
604,Bx,161 St - Yankee Stadium,B D 4,40.827905,-73.925651,26511,26061,26159,26631,27604,26972,27541,27020,26947,26674,26034,25642
605,M,168 St - Washington Hts,A C 1,40.840719,-73.939561,23458,23592,23572,24019,24580,25041,25659,25845,25879,25589,26138,20079
606,Q,Court Sq - 23 St,E M G 7,40.747257,-73.945112,29042,25140,24848,21610,18631,20446,22433,22717,23317,23672,23995,23600
607,M,34 St - Herald Sq,N Q R W B D F M,40.749533,-73.987899,126117,119202,120764,121081,121120,122517,125355,126776,125682,127664,126576,125498
608,Bk,4 Av - 9 St,R F G,40.67032,-73.988757,10789,10895,11412,12479,13471,13156,12835,13126,13116,13962,12560,12563
609,M,42 St - Bryant Pk / 5 Av,B D F M 7,40.754198,-73.984573,48939,46431,47741,50375,51962,53222,54289,55400,57793,57395,55872,58339
610,M,Grand Central - 42 St,4 5 6 7 S,40.751849,-73.976945,153747,144904,144350,147644,150266,153861,157899,160294,158580,154711,155345,157273
611,M,Times Sq - 42 St / Port Authority Bus Terminal,N Q R W A C E 1 2 3 7 S,40.755905,-73.986504,189506,181224,182170,189426,195464,197696,204908,206247,202363,203545,204017,205159
612,M,Lexington Av / 51 St,E M 6,40.758353,-73.970991,70667,64389,62774,66045,67821,69973,70606,70686,69750,66118,64499,66260
613,M,Lexington Av / 59 St,N W R 4 5 6,40.762796,-73.967686,65013,61403,63138,65855,67478,67841,69332,68988,67684,58467,55608,54907
614,M,59 St - Columbus Circle,A B C D 1,40.76811,-73.981891,66969,65376,66058,67901,69653,72236,74572,73954,73836,73105,73003,72959
615,Bk,62 St / New Utrecht Av,D N,40.625419,-73.996632,5161,5052,5155,5340,5883,5159,5270,5551,5602,5217,4673,4736
616,Q,Jackson Hts-Roosevelt Av / 74 St,E F M R 7,40.746655,-73.891361,49156,48426,49216,49828,50194,50841,51285,51925,52296,52018,51766,52159
617,Bk,Atlantic Av - Barclays Ctr,D N R B Q 2 3 4 5,40.684063,-73.977417,31657,31408,32497,33160,35670,39871,41645,42231,42711,42095,43211,43498
618,M,14 St / 8 Av,L A C E,40.740388,-74.002104,36735,35157,36777,38802,40990,42718,43953,45253,44680,43434,44031,44370
619,M,Broadway-Lafayette St / Bleecker St,B D F M 6,40.725665,-73.995645,33377,32489,34191,36301,37283,38799,40148,39724,39058,37986,36493,38527
620,Bk,Borough Hall / Court St,2 3 4 5 R,40.692404,-73.990151,36639,37057,38057,38026,38088,38428,38944,38559,38089,36762,35599,34939
621,Bk,Broadway Junction,J Z L A C,40.678848,-73.904139,8913,8528,8412,8441,8790,8863,9149,9251,9189,8681,8142,7813
622,M,Brooklyn Bridge-City Hall/Chambers St,J Z 4 5 6,40.713159,-74.003917,36656,36679,36939,36350,36993,36680,37160,35858,34352,31804,30932,30961
623,M,Canal St,R W N Q J Z 6,40.718697,-74.000977,47383,46450,46435,45700,45952,44696,44362,44409,45030,47601,47034,47629
624,M,Chambers St / WTC / Park Place / Cortlandt St,A C E 2 3 R W,40.713061,-74.008777,54437,51423,54032,57923,59982,58923,61076,66165,67906,70356,72396,71970
625,M,Delancey St / Essex St,J M Z F,40.71838,-73.987813,19078,19380,20798,22127,22846,23691,24154,24902,25625,24993,24562,26685
626,Bk,Franklin Av / Botanic Garden,S 2 3 4 5,40.670499,-73.958759,13537,13557,14071,14795,15352,15775,15787,15866,15834,15269,14581,15412
627,Bk,Franklin Av,S C,40.681159,-73.956056,5022,4906,5348,5786,6111,6227,6492,6468,6289,6333,6358,6234
628,M,Fulton St,J Z A C 2 3 4 5,40.709938,-74.007983,68975,65635,64287,63203,62779,64461,69444,74676,85440,91771,92990,94607
629,Bk,Metropolitan Av / Lorimer St,L G,40.713875,-73.951592,11436,11846,12556,12815,13344,14004,14573,15131,15082,14752,14299,13985
630,Bk,Myrtle - Wyckoff Avs,M L,40.699707,-73.91181,16026,16030,16445,16689,17537,18167,19203,19490,19673,22434,21241,18735
635,M,South Ferry / Whitehall,R W 1,40.703087,-74.012994,28948,29284,29014,29583,26576,20405,23017,28809,29534,33019,33797,34033
636,Bk,Jay St - MetroTech,R A C F,40.692338,-73.987342,36596,35723,35884,38037,39561,40183,41405,43456,44267,43833,42274,41455
